0.0,0.0,0.01,0.1,-9.87,1.44,-81.7,0.55,85.73,-6.19348,106.84858
0.0,0.0,0.04,0.02,-9.79,1.51,-81.26,0.13,88.76,-6.19348,106.84858
0.0,0.0,0.06,0.08,-9.87,1.49,-81.43,0.45,86.89,-6.19348,106.84858
0.0,0.0,0.01,0.06,-9.81,1.49,-81.39,0.37,86.89,-6.19348,106.84858
0.0,0.0,0.03,0.02,-9.81,1.49,-81.39,0.09,88.6,-6.19348,106.84858
0.0,0.0,0.02,0.09,-9.87,1.45,-81.67,0.51,86.58,-6.19348,106.84858
0.0,0.0,0.05,0.05,-9.86,1.51,-81.29,0.32,87.41,-6.19348,106.84858
0.0,0.0,0.02,0.03,-9.84,1.46,-81.57,0.19,88.04,-6.19348,106.84858
0.0,0.0,0.02,0.09,-9.85,1.44,-81.71,0.51,86.06,-6.19348,106.84858
0.0,0.0,0.01,0.04,-9.88,1.48,-81.46,0.25,88.03,-6.19348,106.84858
0.0,0.0,0.03,0.05,-9.8,1.46,-81.56,0.28,87.58,-6.19348,106.84858
0.0,0.0,0.04,0.07,-9.89,1.46,-81.59,0.38,86.75,-6.19348,106.84858
